DataBase,Title,Abstract,Keywords,Authors,Year,DocumentType,PublicationTitle,DOI,Link,Affiliations,Publisher,Language,ISSN,ISBN
Scopus,Soft computing based estimation of software development effort,"Software development cost estimation is an important activity in the early software design phases. The input datasets are primarily taken from the promise repository. Data mining and soft computing techniques are used to assess the software development cost estimation. Each feature in the input dataset is divided, the linguistic terms along with the membership are identified using trapezoidal membership functions, and associative classification is adopted for generating rules. The large number of rules is filtered with respect to the support and confidence. Genetic algorithm is employed as an optimization tool for selecting the best rules. The example presented demonstrates the improvement in accuracy. The crisp efforts are presented after defuzzification of the output. © 2014 IEEE.",cost estimation; fuzzy logic; genetic algorithm; soft computing; software effort,"Saraswathi S., Kannan N.",2015,Conference,"2014 International Conference on Information Communication and Embedded Systems, ICICES 2014",10.1109/ICICES.2014.7033775,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925337735&doi=10.1109%2fICICES.2014.7033775&partnerID=40&md5=608241b8fa0b7b9665c5e476bc676aae,"Jayaram College of Engineering and Technology, Tiruchirappalli, India",Institute of Electrical and Electronics Engineers Inc.,English,,9781479938346
Scopus,Validating the design theory for managing project scope during software sourcing and delivery,"Most software project estimation and measurement (PEM) processes have been designed for providers. Customers need to leverage PEM to better direct software sourcing. A design theory for software project-scoping has been developed that supports the PEM processes of both customers and providers. This paper probes the validity of the theory from providers' and customers' viewpoints through three longitudinal case studies. A software provider used a preliminary version of the theory in dozens of software development projects annually, systematically (1) achieving higher customer satisfaction through better estimation accuracy and (2) improving productivity. Two government organizations used the theory to speed up their software sourcing and reduce their sourcing costs to a half without giving up any functional or quality requirements. Similar results have not been obtained before. Future research is needed to generalize the findings.",Design theory; Information systems sourcing; Software project scope management,"Käkölä T., Forselius P.",2015,Conference,"2015 International Conference on Information Systems: Exploring the Information Frontier, ICIS 2015",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964596891&partnerID=40&md5=8b8b67579e75a952488adf2dda4b4761,"University of Jyväskylä, Jyväskylä, 40014, Finland; 4SUM Partners Ltd, Tekniikantie 14, Espoo, 02150, Finland",Association for Information Systems,English,,
Scopus,From function points to COSMIC - A transfer learning approach for effort estimation,"Software companies exploit data about completed projects to estimate the development effort required for new projects. Software size is one of the most important information used to this end. However, different methods for sizing software exist and companies may require to migrate to a new method at a certain point. In this case, in order to exploit historical data they need to resize the past projects with the new method. Besides to be expensive, resizing is also often not possible due to the lack of adequate documentation. To support size measurement migration, we propose a transfer learning approach that allows to avoid resizing and is able to estimate the effort of new projects based on the combined use of data about past projects measured with the previous measurement method and projects measured with the new one. To assess our proposal, an empirical analysis is carried out using an industrial dataset of 25 projects. Function Point Analysis and COSMIC are the measurement methods taken into account in the study. © Springer International Publishing Switzerland 2015.",COSMIC; Effort estimation; Function points; Transfer learning,"Corazza A., Di Martino S., Ferrucci F., Gravino C., Sarro F.",2015,Conference,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-3-319-26844-6_19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952359662&doi=10.1007%2f978-3-319-26844-6_19&partnerID=40&md5=a88207fe6f4d31b54cd009aaed504ca7,"Dipartimento di Ingegneria Elettrica e delle Tecnologie dell’Informazione, Università di Napoli ‘Federico II’, Naples, Italy; Dipartimento di Informatica, Università di Salerno, Fisciano, Italy; CREST, Department of Computer Science, University College London, London, United Kingdom",Springer Verlag,English,03029743,9783319268439
Scopus,A new software cost estimation model for small software organizations: An empirical approach,Software cost estimation is a challenging issue for the modern software industry to improve the software quality and to avoid the risk. During the last 20 years there had been much more developments to estimate the software. So many software estimation models are also developed for the betterment of software industry. Using these models we cannot find accurate results to estimate the cost of software in all kind of environments such as component based software development and Business process outsourcing environments. The authors present in this study a new technique for software cost estimation that can be used for software projects developed for Business process outsourcing environment. The model was calibrated using the empirical data collected from 60 projects from different BPO Industry. Efficiency of the model was also compared with an existing model used for such environment. The proposed model achieved better predictive accuracy. © Research India Publications.,BPO; KLOC; MMRE; MRE; PRED; SLIM; SLOC; Software effort estimation,"Patra H.P., Rajniish K., Panda U.S.",2015,Journal,International Journal of Applied Engineering Research,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941064688&partnerID=40&md5=c47aa5b142b13c905f1fb6bc3934d6a5,"Department of Computer science, BIT Mesra, India; TCS, India",Research India Publications,English,09734562,
Scopus,A Fuzzy Logic Model for Predicting the Development Schedule of Software Projects,"The development schedule of software projects is mainly measured in months and it is a necessary and important phase, since the under prediction or over prediction of it at the planning stage can negatively impact budgets. Unfortunately, only 39 percent of software projects finish on time relative to their original plan. According to its development type, a software project can be classified as new, enhanced, or a re-development. In this study, a Fuzzy Logic Model (FLM) for predicting the schedule of new development software projects is proposed. The hypothesis to be tested is that the accuracy of schedule prediction for an FLM is statistically better than the accuracy obtained from a simple linear regression (SLR) model when adjusted function points, obtained from new development software projects, are used as the independent variable. The FLM and SLR models were trained and tested using a sample of new software projects obtained from the International Software Benchmarking Standards Group (ISBSG) Release 11. The accuracy of the FLM was compared against that of the SLR model. The criteria for evaluating the accuracy of these two models were the Absolute Residuals and a Wilcox on statistical test. Results showed that prediction accuracy of an FLM was statistically better than that of an SLR model at the 95% confidence level. We can conclude that an FLM could be applied for predicting the schedule of new development software projects developed on mainframes and coded in third generation programming languages. © 2015 IEEE.",fuzzy logic; ISBSG; software engineering; software project schedule prediction,"Lopez-Martin C., Chavoya A., Meda-Campana M.E.",2015,Conference,"Proceedings - 12th International Conference on Information Technology: New Generations, ITNG 2015",10.1109/ITNG.2015.73,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936804968&doi=10.1109%2fITNG.2015.73&partnerID=40&md5=a6c34e8686c54db8fad6e42e96e66889,"Information Systems Department, Universidad de Guadalajara, Guadalajara, Jalisco, Mexico",Institute of Electrical and Electronics Engineers Inc.,English,,9781479988273
Scopus,Metrics that matter in software integration testing labs,"Without having in place data-driven metrics that give a holistic business perspective of software integration testing laboratories, leaders of the DoD's weapons programs are unable to optimize the performance of these full-system and subsystem integration labs that test and certify integrated hardware and software during the development, modernization, and sustainment of the U.S. military's integrated and complex systems. Yet these metrics are not available across the DoD lab footprint, even though the labs' significance is growing in parallel with the military's rapid shift from using equipment with capabilities based on advanced hardware to equipment that is dependent on fully integrated, complex systems of both hardware and software. © 2015, U.S. Department of Defense. All rights reserved.",,"Hagen C., Hurt S., Williams A.",2015,Journal,CrossTalk,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930173799&partnerID=40&md5=f33e1549e471d67515a8e042060b8831,"A.T.Kearney, United States",U.S. Department of Defense,English,,
Scopus,Quality changes in high and low oil content canola during storage: Part II - Mathematical models to predict germination,"Novel mathematical models to predict germination of canola (including rapeseed) stored under laboratory and field conditions were developed with certain assumptions. The models were developed based on the data collected under laboratory condition (constant temperatures). The hypothesis of the developed models was that germination of stored canola was influenced by temperature, moisture content, storage time, and airtightness. The effect of these factors on germination of stored canola was the product of effective storage time and interactive effect of temperature, moisture content, storage time, and airtightness. Data collected under both laboratory and filed conditions were used to calibrate and verify the developed models. The prediction accuracy of the models associated with field conditions (except canola seeds with 14% moisture content stored inside silo bags) was higher than that under laboratory conditions. The developed models could visually or mathematically predict germination of canola or rapeseed stored under any condition. The developed models explained more than 96% variation of observed germination of the canola or rapeseed seeds with ≤10% moisture content stored inside a flat bottom bin or commercial silo bags. © 2014 Elsevier Ltd.",Canola; Germination; Mathematical model; Rapeseed; Storage,"Jian F., Sun K., Chelladurai V., Jayas D.S., White N.D.G.",2014,Journal,Journal of Stored Products Research,10.1016/j.jspr.2014.05.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911449707&doi=10.1016%2fj.jspr.2014.05.007&partnerID=40&md5=e1ec08369c12edcb43c3fc5de93bd8af,"Department of Biosystems Engineering, University of Manitoba, Winnipeg, MB  R3T 5V6, Canada; Agriculture and Agri-Food Canada, Department of Biosystems Engineering, University of Manitoba, Winnipeg, MB  R3T 5V6, Canada",Elsevier Ltd,English,0022474X,
Scopus,A framework of statistical and visualization techniques for missing data analysis in software cost estimation,"Software Cost Estimation (SCE) is a critical phase in software development projects. However, due to the growing complexity of the software itself, a common problem in building software cost models is that the available datasets contain lots of missing categorical data. The purpose of this chapter is to show how a framework of statistical, computational, and visualization techniques can be used to evaluate and compare the effect of missing data techniques on the accuracy of cost estimation models. Hence, the authors use five missing data techniques: Multinomial Logistic Regression, Listwise Deletion, Mean Imputation, Expectation Maximization, and Regression Imputation. The evaluation and the comparisons are conducted using Regression Error Characteristic curves, which provide visual comparison of different prediction models, and Regression Error Operating Curves, which examine predictive power of models with respect to under- or over-estimation. © 2015 by IGI Global. All rights reserved.",,"Angelis L., Mittas N., Chatzipetrou P.",2014,Book Chapter,Handbook of Research on Innovations in Systems and Software Engineering,10.4018/978-1-4666-6359-6.ch003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944384395&doi=10.4018%2f978-1-4666-6359-6.ch003&partnerID=40&md5=b43501d984a5dfcfad643fedaaaf072e,"Department of Informatics, Aristotle University of Thessaloniki, Greece; Computer Science Department, Aristotle University of Thessaloniki, Greece",IGI Global,English,,9781466663626; 9781466663602
Scopus,Building defect prediction models in practice,"The information about which modules of a future version of a software system will be defect-prone is a valuable planning aid for quality managers and testers. Defect prediction promises to indicate these defect-prone modules. In this chapter, building a defect prediction model from data is characterized as an instance of a data-mining task, and key questions and consequences arising when establishing defect prediction in a large software development project are discussed. Special emphasis is put on discussions on how to choose a learning algorithm, select features from different data sources, deal with noise and data quality issues, as well as model evaluation for evolving systems. These discussions are accompanied by insights and experiences gained by projects on data mining and defect prediction in the context of large software systems conducted by the authors over the last couple of years. One of these projects has been selected to serve as an illustrative use case throughout the chapter. © 2014 by IGI Global. All rights reserved.",,"Ramler R., Himmelbauer J., Natschläger T.",2014,Book Chapter,Handbook of Research on Emerging Advancements and Technologies in Software Engineering,10.4018/978-1-4666-6026-7.ch024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945998993&doi=10.4018%2f978-1-4666-6026-7.ch024&partnerID=40&md5=ac5ff72f10a1ecbffe1453dde25d2308,"Software Competence Center Hagenberg, Austria",IGI Global,English,,9781466660281; 9781466660274
Scopus,Predicting project effort intelligently in early stages by applying genetic algorithms with neural networks,"In the early stages of a software development project, estimating the amount of effort is one of the most important project management concerns. This study has successfully produced global optimal reduced models intelligently predicting software cost estimation by employing neural networks with back-propagation learning algorithms combined with genetic algorithms (GA-NN) to determine the most significant explanatory variables among the 16 COCOMO cost drivers. The performance of the full model of GA-NN is much superior to that of the COCOMO, whilst the predicting performance of its global optimal reduced model is also comparable to that of the COCOMO in terms of MMRE and PRED (25). The optimal reduced models and their found significant factors can offer powerful supports for the project managers to make right decisions in the early stages of the projects. © (2014) Trans Tech Publications, Switzerland.",Computing intelligence; Genetic algorithms; Neural network; Project management; Software engineering,Li Z.Y.,2014,Conference,Applied Mechanics and Materials,10.4028/www.scientific.net/AMM.513-517.2035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897741767&doi=10.4028%2fwww.scientific.net%2fAMM.513-517.2035&partnerID=40&md5=92d8632372cb07c0d9c567fe701adb47,"Business School of Central South University, Changsha, 410083, China",,English,16609336,9783038350125
Scopus,Efficiency of software development projects: A case study on an information technology company in India,"In this chapter, Data Envelopment Analysis (DEA) is applied to evaluate the relative efficiency of software development projects of a leading software company in India. Further, the projects are categorized as per their efficiency scores into highly efficient, moderately efficient and less efficient companies through a process called Tier Analysis. The chapter also includes an Improvement Path for the projects with low efficiencies. Furthermore, through the application of Kruskal Wallis test, the software development project efficiency is compared with team size to determine whether efficiency vary across various team size categories i.e. small, medium, large and extra large. © Springer-Verlag Berlin Heidelberg 2014.",Data Envelopment Analysis; Efficiency of software development projects; Managing service productivity; Team size,"Sharma G., Kataria A.",2014,Book Chapter,International Series in Operations Research and Management Science,10.1007/978-3-662-43437-6_15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954372156&doi=10.1007%2f978-3-662-43437-6_15&partnerID=40&md5=c4b3982995021ecbda92d8992a009225,"IIPS, Devi Ahilya UniversityMP, India",Springer New York LLC,English,08848289,
Scopus,Describing the correlations between metamodels and transformations aspects,"Metamodels are a key concept in Model-Driven Engineering. Any artifact in a modeling ecosystem has to be defined in accordance to a metamodel prescribing its main qualities. One of the most important artifact is model transformation that are considered to be the heart and soul of MDE and as such advanced techniques and tools are needed for supporting the development, quality assurance, maintenance, and evolution of model transformations. Several works propose the adoption of metrics to measure quality attributes of transformation without considering any metamodel aspects. In this paper, we present an approach to understand structural characteristics of metamodels and how the model transformations depend on corresponding input and target metamodels.",Metamodel metrics; Metamodeling; Model driven engineering; Transformation metrics,"Di Rocco J., Di Ruscio D., Iovino L., Pierantonio A.",2014,Conference,CEUR Workshop Proceedings,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928814900&partnerID=40&md5=02f627266b46f1f669a60268b5360879,"Department of Information Engineering Computer Science and Mathematics, University of L'Aquila, Italy",CEUR-WS,English,16130073,
Scopus,Language extended lexicon points: Estimating the size of an application using its language,"Estimating the size of a software system is a critical task due to the implications the estimation has in the management of the development project. There are some widely accepted estimation techniques: Function Points, Use Case Points and Cosmic Points, but these techniques can only be applied after the availability of a requirements specification. In this paper, we propose an approach to estimate the size of an application previous to its requirements specification by using the application language itself, captured by the Language Extended Lexicon (LEL). Our approach is based on Use Case Points and on a technique which derives Use Cases from the LEL. The proposed approach provides a measure of the application's size earlier than the usual techniques, thus reducing the effort needed to apply them. An initial experiment was conducted to evaluate the proposal. © 2014 IEEE.",Domain Analysis; Language Extended Lexicon; Requirements specifications; Software Sizing; Use Case Points,"Antonelli L., Rossi G., Do Prado Leite J.C.S., Oliveros A.",2014,Conference,"2014 IEEE 22nd International Requirements Engineering Conference, RE 2014 - Proceedings",10.1109/RE.2014.6912268,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909978364&doi=10.1109%2fRE.2014.6912268&partnerID=40&md5=3862ac0d355af180cd9d67b99b130cf9,"Lifia, Fac. de Informática, UNLP, Bs As, Argentina; Dep. Informática, PUC-Rio, Gávea, RJ, Brazil; INTEC, UADE, Bs As, Argentina",Institute of Electrical and Electronics Engineers Inc.,English,,9781479930333
Scopus,Communication of software cost estimates,"The meaning of an effort or cost estimate should be understood and communicated consistently and clearly to avoid planning and budgeting mistakes. Results from two studies, one of 42 software companies and one of 423 individual software developers, suggest that this is far from being the case. In both studies we found a large variety in what was meant by an effort estimate and that the meaning was frequently not communicated. To improve the planning and budgeting of software projects we recommend that the meaning of effort estimates is understood and communicated using a probability-based terminology. Copyright 2014 ACM.",Communication of estimates; Cost estimation; Terminology,Jørgensen M.,2014,Conference,ACM International Conference Proceeding Series,10.1145/2601248.2601262,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905501114&doi=10.1145%2f2601248.2601262&partnerID=40&md5=09c976ef35e6110a3ba7b656173c9263,"Simula Research Laboratory, University of Oslo, Lysaker, Norway",Association for Computing Machinery,English,,9781450324762
Scopus,A simplified formulation of predictive object points (POP) sizing metric for OO measurement,Different effort estimation techniques exist for sizing software systems but none is directly applicable to object-oriented software. Although many researchers worked for size and thus effort estimation but still the problem not resolved fully. Different existing estimation techniques works specifically for specific development environment. PRICE systems has developed the predictive object point (POP) metric for predicting effort required for developing an object oriented software system and is based on the counting scheme of function point (FP) method. Though it was an interesting theoretical development but could not gain sufficient recognition from practitioners to be used on a regular basis due to lack of an easy to use support tool and too much complicated formulations. In this paper we tried to simplify the POP calculation. The POP count formula suggested by PRICE system has been modified for estimating the effort. An easy to use support tool to automate the counting method has been prepared. The refined POP count formula and preliminary results of its application in an industrial environment are presented and discussed here for validation of the suggested modification or simplification in formula. © 2014 IEEE.,Automation; Functional size measurement; Object Orientation; Predictive Object Point; Software Measurement; Software Metrics,"Jain S., Yadav V., Singh R.",2014,Conference,"Souvenir of the 2014 IEEE International Advance Computing Conference, IACC 2014",10.1109/IAdCC.2014.6779526,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899082235&doi=10.1109%2fIAdCC.2014.6779526&partnerID=40&md5=bf11409174b82ec22a818ebcfcc19f1f,"Department of Computer Science and Engineering, Kanpur Institute of Technology, Kanpur, India; Computer Science and Engineering Department, Harcourt Butler Technological Institute, Kanpur, India",IEEE Computer Society,English,,
Scopus,Factors affecting personal software development productivity: A case study with PSP data,"Understanding the factors that affect the productivity of software developers and may cause productivity variations among individuals and projects is important for anyone interested in improving software engineering performance and estimates, and in particular for users of high-maturity processes, such as the Personal Software Process (PSP) and the Team Software Process (TSP). In order to contribute to the understanding of the personal and non-personal factors that affect productivity, we analyzed the data from more than 3000 developers that concluded successfully the 10 projects of the PSP for Engineers I/II training course. Regarding non-personal factors, by conducting a detailed per-phase analysis, we found significant variations of productivity among projects that can be partially explained by process changes. Regarding personal factors, we found significant variations among individuals that can be partially explained by personal experience.",Factors; Productivity; PSP; Software development,"Raza M., Faria J.P.",2014,Conference,"Proceedings of the IASTED International Conference on Software Engineering, SE 2014",10.2316/P.2014.810-014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898470280&doi=10.2316%2fP.2014.810-014&partnerID=40&md5=e45852646bf7844bf9c7fa1824925a80,"Faculty of Engineering, INESC TEC, University of Porto, Porto, Portugal",Acta Press,English,,
Scopus,A lean approach to estimate the functional size of operating applications,"Functional size measures have been gaining increasing acceptance not only for project estimation and productivity comparisons but also for the evaluation of the company assets concerning with operating applications. However, functional sizing operating applications can represent a complex task (they could be developed in past projects, in some cases by others, with long standing technologies, and without useful documentation supporting them). Thus, companies require cheaper strategies to estimate functional size of these applications. To this end, we proposed some measurement approaches concerning with the number of physical tables and the number of read and read/written tables that can be easily collected from the database schema and the application interfaces. We assessed the effectiveness of the proposals performing an empirical study based on 17 applications of an Italian company. The results highlight that the proposed approaches allowed to obtain accurate functional size estimations, thus turning out to be suitable for the involved company. © 2013 IEEE.",Function Points; Operating applications; Physical tables; Software functional size measurement,"Ferrucci F., Gravino C., Moretto G.",2013,Conference,"Proceedings - 39th Euromicro Conference Series on Software Engineering and Advanced Applications, SEAA 2013",10.1109/SEAA.2013.40,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889038149&doi=10.1109%2fSEAA.2013.40&partnerID=40&md5=a3b4ab84d3159cd9a5082ad09a56dfc8,"DISTRA(MIT), University of Salerno, Fisciano (SA), Italy; InfoCamere, Corso Stati Uniti 14, 35127 Padova, Italy",,English,,9780769550916
Scopus,A new method to estimate software size,"Cost estimation is a key content of software project management, its accurate depends on size estimation. FPA is a method used widely to estimate size, but it has many problems in itself. A novel method is proposed to solve these problems which estimate sizes using FPA based on UML for objects having no analogy in historical data and using paired comparisons for objects having analogy in historical data. FPA based on UML is used to solve complexity of FPA; Paired comparisons are used to solve problems which do not reflect the trends of today's software engineer. The processes of the novel method are elaborated on and illuminated using an example. © Springer-Verlag Berlin Heidelberg 2013.",Case-based reasoning; FPA; Paired comparison; UML,"Ren X.-L., Dai Y.-B.",2013,Conference,"International Asia Conference on Industrial Engineering and Management Innovation: Core Areas of Industrial Engineering, IEMI 2012 - Proceedings",10.1007/978-3-642-38445-5-65,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891765563&doi=10.1007%2f978-3-642-38445-5-65&partnerID=40&md5=296cf50ae619aef067189e2c6fb92ff2,"College of Computer Science and Engineering, Qujing Normal University, Qujing, China",,English,,9783642384448
Scopus,Effective approaches for delivering affordable military software,"As the U.S. military shifts its focus from metal and mechanics to developing and integrating control systems-unmanned vehicles, drones, and smart bombs-delivering advanced software-enabled systems affordably will become a vital success factor in weaponry.",,"Hagen C., Hurt S., Sorenson J.",2013,Journal,CrossTalk,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890961079&partnerID=40&md5=0f26ad7dce6f2e1e91981a1114dc0a5d,"A.T. Kearney, India",,English,,
Scopus,Adjusting effort estimation using micro-productivity profiles [Töökoormuse hinnangu täpsustamine mikroproduktiivsuse profiili abil],"We investigate a phenomenon we call micro-productivity decrease, which is expected to be found in most development or maintenance projects and has a specific profile that depends on the project, the development model, and the team. Micro-productivity decrease refers to the observation that the cumulative effort to implement a series of changes is larger than the effort that would be needed if we made the same modification in only one step. The reason for the difference is that the same sections of code are usually modified more than once in the series of (sometimes imperfect) atomic changes. Hence, we suggest that effort estimation methods based on atomic change estimations should incorporate these profiles when being applied to larger modification tasks. We verify the concept on industrial development projects with our metrics-based machine learning models extended with statistical data. We show that the calculated Micro-Productivity Profile for these projects could be used for effort estimation of larger tasks with more accuracy than a naive atomic change-oriented estimation.",Change estimation; Effort estimation; Prediction model; Productivity,"Tóth G., Végh Á.Z., Beszédes Á., Schrettner L., Gergely T., Gyimóthy T.",2013,Journal,Proceedings of the Estonian Academy of Sciences,10.3176/proc.2013.1.08,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874259795&doi=10.3176%2fproc.2013.1.08&partnerID=40&md5=1a818bd93aaa71a53c5ba067c48e27e1,"Department of Software Engineering, University of Szeged, Árpád tér 2, H-6720, Hungary",,English; Estonian,17366046,
Scopus,"Requirements engineering for software and systems, second edition","As requirements engineering continues to be recognized as the key to on-time and on-budget delivery of software and systems projects, many engineering programs have made requirements engineering mandatory in their curriculum. In addition, the wealth of new software tools that have recently emerged is empowering practicing engineers to improve their requirements engineering habits. However, these tools are not easy to use without appropriate training. Filling this need, Requirements Engineering for Software and Systems, Second Edition has been vastly updated and expanded to include about 30 percent new material. In addition to new exercises and updated references in every chapter, this edition updates all chapters with the latest applied research and industry practices. It also presents new material derived from the experiences of professors who have used the text in their classrooms. Improvements to this edition include: • An expanded introductory chapter with extensive discussions on requirements analysis, agreement, and consolidation • An expanded chapter on requirements engineering for Agile methodologies • An expanded chapter on formal methods with new examples • An expanded section on requirements traceability • An updated and expanded section on requirements engineering tools • New exercises including ones suitable for research projects Following in the footsteps of its bestselling predecessor, the text illustrates key ideas associated with requirements engineering using extensive case studies and three common example systems: an airline baggage handling system, a point-of-sale system for a large pet store chain, and a system for a smart home. This edition also includes an example of a wet well pumping system for a wastewater treatment station. With a focus on software-intensive systems, but highly applicable to non-software systems, this text provides a probing and comprehensive review of recent developments in requirements engineering in high integrity systems. © 2014 by Taylor & Francis Group, LLC.",,Laplante P.A.,2013,Book,"Requirements Engineering for Software and Systems, Second Edition",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053951796&partnerID=40&md5=e0d4d2c208087139e290934cd88b9189,,CRC Press,English,,9781466560826; 9781466560819
Scopus,Calibrating productivity drivers for software customisation projects,"Effort estimation for software customisation projects is a challenging task. Similar to the COCOMO approach, an initial estimate can be based on basic project characteristics, and then modified according to various productivity drivers. The aim of this paper is to build on an initial estimation model, generated from a set of contributing factors for software customisation projects, and to improve the accuracy of the model through calibration of effort multipliers derived from customisation project characteristics. Projects from Release 12 of the ISBSG Data Repository were analysed to see which of the productivity drivers were usefully related to variations in software productivity, after other project characteristics had been taken into account. The effect on estimation accuracy of multiplying an initial estimate by each of these productivity drivers was evaluated, in terms of changes in mean and median absolute error, and mean and median magnitude of relative error. Finally, a set of useful productivity drivers is identified for customisation projects, and their effect is quantified. They are found to improve effort estimation accuracy significantly. © 2013 IEEE.",Model calibration; Productivity drivers; Software effort estimation,"Hasan M.M., Lokan C.",2013,Conference,"Proceedings - Asia-Pacific Software Engineering Conference, APSEC",10.1109/APSEC.2013.110,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897425972&doi=10.1109%2fAPSEC.2013.110&partnerID=40&md5=485a102a27fa1d036c1babf782d6f8af,"School of Engineering and Information Technology, University of New South Wales, Canberra, Australia",IEEE Computer Society,English,15301362,9781479921430; 9780769549224
Scopus,"Expert webest tool: A web based application, estimate the cost and risk of software project using function points","There are several area of the software engineering in which we can use the function point analysis (FPA) like project planning, project construction, software implementation etc. In software development, accuracy and efficiency of cost estimation methodology for a web based application is very important. The proposed web based application (i.e. Expert webest tool), is to produce accurate cost estimation and risk estimation throughout the software development cycle to determine feasibility of software project. Cost of the software projects depends on the project size, project type, cost adjustment factor, cost driven factors, nature and characteristics of the project. Software estimation needs to estimates or predict the software costs and software risk early in the software life-cycle. In this paper we proposed the Expert webest tool in Java, this tool is used to two different purpose, first to estimate the cost of the software & secondly, to estimate the risk in the software. Most of the software's fails due to over budget, delay in the delivery of the software & so on. Function point is a well known established method to estimate the size of software projects. Its measure of software size that uses logical functional terms, business owners & user, more readily understand. The management of risks is a central issue in the planning and management of any venture. In the field of software, Risk Management is a critical discipline. The process of risk management embodies the identification, analysis, planning, tracking, controlling, and communication of risk. It gives us a structured mechanism to provide visibility into threats to projects success. Risk management is a discipline for living with the possibility that future events may cause adverse effects. Risk management partly means reducing uncertainty. The propose tool indicates the risk & estimates risk using risk exposure. Management team to estimates the cost & risk within a planned budget and provide a fundamental motivation towards the development of web based application project. Find heuristic risk assessment using cost factors, indicating product & project risk using some risk factors & check some risk management strategies in under estimation development time. © 2013 Springer-Verlag.",Cost estimation; Expert judgment; Expert webest tool; Risk factors; Risk management strategies; Type of risks,"Jaiswal A., Sharma M.",2013,Conference,Advances in Intelligent Systems and Computing,10.1007/978-3-642-31552-7_9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868313422&doi=10.1007%2f978-3-642-31552-7_9&partnerID=40&md5=fc3482547fb8701cace897cab09f0e64,"Department of Computer Science and Engineering, CDSE, Indore (MP)-452008, India; Department of Computer Engineering, IET, DAVV, Indore (MP)-452001, India",Springer Verlag,English,21945357,9783642315510
Scopus,Object oriented metrics for prototype based languages,"Prototype (classless) based object oriented programming approach has several advantages for representing default knowledge and dynamically modifying concepts over traditional class based languages. Many modern languages like C#, JavaScript and others are in part or completely utilizing astounding features of prototypes. With this growing interest in adoption of prototypes a sheer need is emerging to redesign software metrics for prototype based languages. These paper highlights issues for prototype based software metrics for object oriented programming.",Design metrics; Prototype object modeling; Software complexity; Software life cycle,"Ahsan S., Hayat F., Afzal M., Ahmad T., Asif K.H., Shahzad Asif H.M., Saleem Y.",2012,Journal,Life Science Journal,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877061028&partnerID=40&md5=5f2ac73d4b903442c3a64513e2f257c4,"Department of Computer Science and Engineering, University of Engineering and Technology, Lahore, Pakistan",,English,10978135,
Scopus,Proposed software development model for small organization and its explanation,"Software Development is the process to illustrate the overall mechanism involved in the progress of software during different stages of development. To moderate the computational efficiency of earlier and later phases of development often occurred in small scale software developing organization we have proposed a new software development model for small organization. Through this model we can elicit the software requirement and we can also compute the functionality and risk in each and every phase of the software development. © Institute for Computer Sciences, Social Informatics and Telecommunications Engineering 2012.",Elicitation techniques; Function point; Software model; Software risk,"Kumar V., Gupta S.",2012,Conference,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST",10.1007/978-3-642-27308-7_17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888397493&doi=10.1007%2f978-3-642-27308-7_17&partnerID=40&md5=2c892accfd2fd35e4c5f5886d6dd6452,"Department of Computer Science and Information Technology, Sunder deep College of Engineering and Technology, Ghaziabad, India; U.P. Technical University, Lucknow UP, India; Department of Computer Science and Information Technology, Raj Kumar Goel Institute of Technology, Ghaziabad, India",,English,18678211,9783642273070
