"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Software defect prediction using software metrics - A survey","K. Punitha; S. Chitra","Bhajarang Engineering College, Tiruvallur, Chennai, TamilNadu, India; Er. Perumal Manimekalai College of Engineering, Hosur, Krishnagiri, Tamil Nadu, India","2013 International Conference on Information Communication and Embedded Systems (ICICES)","25 Apr 2013","2013","","","555","558","Traditionally software metrics have been used to define the complexity of the program, to estimate programming time. Extensive research has also been carried out to predict the number of defects in a module using software metrics. If the metric values are to be used in mathematical equations designed to represent a model of the software process, metrics associated with a ratio scale may be preferred, since ratio scale data allow most mathematical operations to meaningfully apply. Work on the mechanics of implementing metrics programs. The goal of this research is to help developers identify defects based on existing software metrics using data mining techniques and thereby improve software quality which ultimately leads to reducing the software development cost in the development and maintenance phase. This research focuses in identifying defective modules and hence the scope of software that needs to be examined for defects can be prioritized. This allows the developer to run test cases in the predicted modules using test cases. The proposed methodology helps in identifying modules that require immediate attention and hence the reliability of the software can be improved faster as higher priority defects can be handled first. Our goal in this research focuses to improve the classification accuracy of the Data mining algorithm. To initiate this process we initially propose to evaluate the existing classification algorithms and based on its weakness we propose a novel Neural network algorithm with a degree of fuzziness in the hidden layer to improve the classification accuracy.","","978-1-4673-5788-3","10.1109/ICICES.2013.6508369","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=6508369","Software defect prediction;software defectproneness prediction;machine learning;scheme evaluation","Software;Predictive models;Accuracy;Computer bugs;Measurement;Software reliability;Testing","data mining;fuzzy set theory;neural nets;pattern classification;program diagnostics;software cost estimation;software maintenance;software metrics;software quality;software reliability","software defect prediction;software metrics;program complexity;programming time estimation;mathematical equations;software process;ratio scale data;mathematical operations;metrics programs;data mining techniques;software quality;software development cost;software maintenance phase;software development phase;defective module identification;software reliability;data mining algorithm;neural network algorithm;fuzziness degree","","7","","10","","25 Apr 2013","","","IEEE","IEEE Conferences"
"MMWA: a software sizing model for Web applications","L. Mangia; R. Paiano","Dipto. Ingegneria dell'Innovazione, Universita di Lecce, Italy; Dipto. Ingegneria dell'Innovazione, Universita di Lecce, Italy","Proceedings of the Fourth International Conference on Web Information Systems Engineering, 2003. WISE 2003.","19 Feb 2004","2003","","","53","61","Estimating time and costs is a crucial factor in application development projects and low error margins are a priority. In line with the very fast evolution of Internet technologies, all applications are quickly becoming Web applications, which are growing without a consolidated project methodology. Thus there is a clear need for an estimation model for these applications' development projects. The aim of the present paper is to illustrate a new Web application cost estimation model that can form the starting point for any development project. The estimation model described in this paper is called MMWA (metrics model for Web applications). This is an ""early measures model"", since the measurements are effected at the start of the software life cycle, with a view to accurately estimate time and costs so that the right decisions can be taken concerning the development of the Web application in hand.","","0-7695-1999-7","10.1109/WISE.2003.1254469","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1254469","","Application software;Costs;Information systems;Software engineering;Laboratories;Internet;Software measurement;Time measurement;Navigation;Life estimation","software metrics;software cost estimation;Internet;software maintenance","MMWA;software sizing model;Web applications;software metrics;application development;Internet;cost estimation;software life cycle;time estimation","","16","","23","","19 Feb 2004","","","IEEE","IEEE Conferences"
"Function point measurement tool for UML design specification","T. Uemura; S. Kusumoto; K. Inoue","Graduate Sch. of Eng. Sci., Osaka Univ., Japan; NA; NA","Proceedings Sixth International Software Metrics Symposium (Cat. No.PR00403)","6 Aug 2002","1999","","","62","69","Function point analysis (FPA) was originally proposed to help measure the size of a computerized business information system. It is now widely used in actual software development. However, it has been reported that, since function point counting involves judgment on the part of the counter, some differences would be caused between copies of the same product, even within the same organization. In this paper, we propose detailed FPA measurement rules for design specifications based on UML (Unified Modeling Language) and we develop a function point measurement tool, whose input products are design specifications on Rational Rose. We have also applied the tool in an actual design specification and have examined the difference between the values obtained using the tool and those given by an FPA specialist. The results show the applicability of our tool.","","0-7695-0403-5","10.1109/METRIC.1999.809727","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=809727","","Unified modeling language;Size measurement;Lab-on-a-chip;Programming;Software measurement;Computer aided software engineering;Counting circuits;Computer languages;Software metrics;Information science","specification languages;formal specification;software cost estimation;software metrics;software tools;human factors","function point measurement tool;UML design specification;function point analysis;computerized business information system size measurement;software development;function point counting;counter judgment;software product copies;Unified Modeling Language;Rational Rose","","30","","14","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Analyzing effects of cost estimation accuracy on quality and productivity","O. Mizuno; T. Kikuno; K. Inagaki; Y. Takagi; K. Sakamoto","Graduate Sch. of Eng. Sci., Osaka Univ., Japan; NA; NA; NA; NA","Proceedings of the 20th International Conference on Software Engineering","6 Aug 2002","1998","","","410","419","This paper discusses the effects of estimation accuracy for software development cost on both the quality of the delivered code and the productivity of the development team. The estimation accuracy is measured by metric RE (relative error). The quality and productivity are measured by metrics FQ (field quality) and TP (team productivity). Using actual project data on thirty-one projects at a certain company, the following are verified by correlation analysis and testing of statistical hypotheses. There is a high correlation between the faithfulness of the development plan to standards and the value of RE (a coefficient of correlation between them is -0.60). Both FQ and TP are significantly different between projects with -10%<RE<+10% and projects with RE/spl ges/+10% (the level of significance is chosen as 0.05).","0270-5257","0-8186-8368-6","10.1109/ICSE.1998.671596","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=671596","","Costs;Productivity;Standards development;Software quality;Writing;System buses;Programming;Embedded software;Marketing and sales;Software engineering","software cost estimation;software quality;software metrics;statistical analysis;software development management","software cost estimation;software quality;software metrics;estimation accuracy;software development team;relative error metric;field quality metric;team productivity metric;correlation analysis;statistical hypotheses testing;standards;software projects","","5","","15","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Measuring metadata-based aspect-oriented code in model-driven engineering","S. Sunkle; V. Kulkarni; S. Roychoudhury","Tata Research Development and Design Center, Tata Consultancy Services, 54B, Industrial Estate, Hadapsar, Pune, 411013 India; Tata Research Development and Design Center, Tata Consultancy Services, 54B, Industrial Estate, Hadapsar, Pune, 411013 India; Tata Research Development and Design Center, Tata Consultancy Services, 54B, Industrial Estate, Hadapsar, Pune, 411013 India","2012 3rd International Workshop on Emerging Trends in Software Metrics (WETSoM)","28 Jun 2012","2012","","","2","8","Metrics measurement for cost estimation in model-driven engineering (MDE) is complex because of number of different artifacts that can potentially be generated. The complexity arises as auto-generated code, manually added code, and non-code artifacts must be sized separately for their contribution to overall effort. In this paper, we address measurement of a special kind of code artifacts called metadata-based aspect-oriented code. Our MDE toolset delivers large database-centric business-critical enterprise applications. We cater to special needs of enterprises by providing support for customization along three concerns, namely design strategies, architecture, and technology platforms (〈d, a, t〉) in customer-specific applications. Code that is generated for these customizations is conditional in nature, in the sense that model-to-text transformation takes place differently based on choices along these concerns. In our recent efforts to apply Constructive Cost Model (COCOMO) II to our MDE practices, we discovered that while the measurement of the rest of code and non-code artifacts can be easily automated, product-line-like nature of code generation for specifics of 〈d, a, t〉 requires special treatment. Our contribution is the use of feature models to capture variations in these dimensions and their mapping to code size estimates. Our initial implementation suggests that this approach scales well considering the size of our applications and takes a step forward in providing complete cost estimation for MDE applications using COCOMO II.","2327-0969","978-1-4673-1762-7","10.1109/WETSoM.2012.6226990","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=6226990","","Generators;Unified modeling language;Weaving;Radiation detectors;Business;Object oriented modeling;Automation","aspect-oriented programming;business data processing;database management systems;meta data;software metrics","metadata-based aspect-oriented code;model-driven engineering;metrics measurement;cost estimation;auto-generated code;manually added code;noncode artifacts;database-centric business-critical enterprise applications;design strategies;technology platforms;customer-specific applications;model-to-text transformation;constructive cost model;COCOMO II","","1","","15","","28 Jun 2012","","","IEEE","IEEE Conferences"
"The Internal Revenue Service function point analysis program: a brief","C. B. Tichenor",NA,"Proceedings Twenty-First Annual International Computer Software and Applications Conference (COMPSAC'97)","6 Aug 2002","1997","","","591","592","The Internal Revenue Service (IRS) Information Systems has been using function point analysis since 1993 as the foundation of its software metrics program. Using function point analysis, the IRS has significantly improved the quality of its software project management as measured by the SEI Capability Maturity Model. The IRS can determine the size of its software about four times faster than industry averages can estimate software size and resource requirements for new development projects as soon as the central data model is known, and can accurately size small software work orders and estimate corresponding resources needed without examining the software or meeting with the project team. Each of these methodologies qualify at least at CMM Level 2.","0730-3157","0-8186-8105-5","10.1109/CMPSAC.1997.625077","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=625077","","Management information systems;Information analysis;Software metrics;Software quality;Project management;Software measurement;Capability maturity model;Computer industry;Data models;Coordinate measuring machines","government data processing;tax preparation;software cost estimation;project management;financial data processing","Internal Revenue Service function point analysis program;software metrics program;IRS Information Systems;software project management;SEI Capability Maturity Model;software size estimation;resource requirements;development projects;central data model;small software work orders;project team;CMM Level 2","","1","","2","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Test blueprint: an effective visual support for test coverage","V. P. Araya","University of Chile, Santiago, Chile","2011 33rd International Conference on Software Engineering (ICSE)","10 Oct 2011","2011","","","1140","1142","Test coverage is about assessing the relevance of unit tests against the tested application. It is widely acknowledged that a software with a ""good"" test coverage is more robust against unanticipated execution, thus lowering the maintenance cost. However, insuring a coverage of a good quality is challenging, especially since most of the available test coverage tools do not discriminate software components that require a ""strong"" coverage from the components that require less attention from the unit tests. HAPAO is an innovative test covepage tool, implemented in the Pharo Smalltalk programming language. It employs an effective and intuitive graphical representation to visually assess the quality of the coverage. A combination of appropriate metrics and relations visually shapes methods and classes, which indicates to the programmer whether more effort on testing is required. This paper presents the essence of HAPAO using a real world case study.","1558-1225","978-1-4503-0445-0","10.1145/1985793.1986022","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=6032614","coverage;pharo;testing;visualization","Software;Testing;Complexity theory;Visualization;Measurement;Context;Computer languages","object-oriented languages;object-oriented programming;program testing;program visualisation;software cost estimation;software maintenance;software metrics;software quality;software tools","test blueprint;test coverage visual support;unit tests;software test coverage;software maintenance cost;software quality;software component;HAPAO test coverage tool;Pharo Smalltalk programming language;graphical representation;software metrics","","5","","4","","10 Oct 2011","","","IEEE","IEEE Conferences"
"A change prediction model for embedded software applications","K. J. Cronin; D. G. Linton","Lockheed Martin, Orlando, FL, USA; NA","Proceedings IEEE Southeastcon '98 'Engineering for a New Era'","6 Aug 2002","1998","","","5","8","A key aspect of effective software development is the ability to quantify and predict software product quality. Software quality is the degree to which software possesses desired attributes, including portability, reliability, testability and maintainability. Insofar as software with high change traffic affects its maintainability and reliability, a model which produces a change-traffic predictor metric may be useful. The information such a model would provide could be used to help estimate the development cost and effort. Resources could be better allocated to those areas where additional attention may be required. Software changes normally occur due to new requirements or errors in the software, and so a change-traffic metric is not necessarily a good proxy for errors. Users should define their thresholds and ranges of acceptability. This paper identifies metrics collected from embedded Ada software that had a correlation with the change traffic of that software. Using multiple linear regression analysis and sample data from up to 287 embedded Ada software modules, change prediction models yielded values for the average absolute difference between predicted and actual changes per module of less than 3, and an adjusted-R/sup 2/ value of 0.57 for the full sample.","","0-7803-4391-3","10.1109/SECON.1998.673277","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=673277","","Predictive models;Embedded software;Application software;Software quality;Software maintenance;Traffic control;Programming;Software testing;Costs;Resource management","real-time systems;software maintenance;software cost estimation;software quality;software metrics;Ada;software reliability","change prediction model;embedded software applications;software development;software product quality;desired software attributes;software portability;software reliability;software testability;software maintainability;change-traffic predictor metric;development cost estimation;development effort estimation;resource allocation;new software requirements;software errors;acceptability threshold;acceptability range;embedded Ada software modules;correlation;multiple linear regression analysis;adjusted-R/sup 2/ value","","","","4","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Building a software cost estimation model based on categorical data","L. Angelis; I. Stamelos; M. Morisio","Dept. of Inf., Thessaloniki Univ., Greece; NA; NA","Proceedings Seventh International Software Metrics Symposium","7 Aug 2002","2001","","","4","15","The paper explores the possibility of generating a multi-organisational software cost estimation model by analysing the software cost data collected by the International Software Benchmarking Standards Group. This database contains data about recently developed projects characterised mostly by attributes of categorical nature such as the project business area, organisation type, application domain and usage of certain tools or methods. The generation of the model is based on a statistical technique which has been proposed as alternative to the standard regression approach, namely the categorical regression or regression with optimal scaling. This technique starts with the quantification of the qualitative attributes (expressed either on nominal or ordinal scale), that appear frequently within such data, and proceeds by using the obtained scores as independent variables of a regression model. The generated model is validated by measuring certain indicators of accuracy.","1530-1435","0-7695-1043-4","10.1109/METRIC.2001.915511","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=915511","","Costs;Informatics;Databases;Software measurement;Application software;Software engineering;Predictive models;Software maintenance;Statistical analysis;Programming","software cost estimation;statistical analysis;data analysis;database management systems","software cost estimation model;categorical data;multi-organisational software cost estimation model;software cost data;International Software Benchmarking Standards Group;categorical attributes;project business area;organisation type;application domain;statistical technique;standard regression approach;categorical regression;optimal scaling;qualitative attributes;ordinal scale;independent variables;regression model;generated model","","11","","31","","7 Aug 2002","","","IEEE","IEEE Conferences"
"Impact of Budget and Schedule Pressure on Software Development Cycle Time and Effort","N. Nan; D. E. Harter","University of Oklahoma, Norman; Syracuse University, Syracuse","IEEE Transactions on Software Engineering","2 Oct 2009","2009","35","5","624","637","As excessive budget and schedule compression becomes the norm in today's software industry, an understanding of its impact on software development performance is crucial for effective management strategies. Previous software engineering research has implied a nonlinear impact of schedule pressure on software development outcomes. Borrowing insights from organizational studies, we formalize the effects of budget and schedule pressure on software cycle time and effort as U-shaped functions. The research models were empirically tested with data from a 25 billion/year international technology firm, where estimation bias is consciously minimized and potential confounding variables are properly tracked. We found that controlling for software process, size, complexity, and conformance quality, budget pressure, a less researched construct, has significant U-shaped relationships with development cycle time and development effort. On the other hand, contrary to our prediction, schedule pressure did not display significant nonlinear impact on development outcomes. A further exploration of the sampled projects revealed that the involvement of clients in the software development might have ldquoerodedrdquo the potential benefits of schedule pressure. This study indicates the importance of budget pressure in software development. Meanwhile, it implies that achieving the potential positive effect of schedule pressure requires cooperation between clients and software development teams.","1939-3520","","10.1109/TSE.2009.18","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=4815275","Cost estimation;time estimation;schedule and organizational issues;systems development.","Programming;Job shop scheduling;Software performance;Computer industry;Financial management;Software development management;Software engineering;Testing;Pressure control;Size control","budgeting;DP industry;project management;sampling methods;scheduling;software cost estimation;software development management;software metrics;software quality;statistical testing","budget pressure;schedule pressure;software development cycle time estimation;software development effort estimation;software industry;software development performance;software engineering research;nonlinear impact;organizational study;U-shaped function;empirical testing;international technology firm;potential confounding variable;software process control;software size control;software complexity control;software conformance quality control;sampled project management;potential positive effect;software development team management strategy;software cost estimation","","43","","74","","17 Apr 2009","","","IEEE","IEEE Journals"
"Development of analogy-based estimation method for software development cost estimation in government agencies","I. Kurniawan; A. A. Arman; S. Mardiyanto","School of Electrical Engineering and Informatics, Institut Teknologi Bandung, Bandung, Indonesia; School of Electrical Engineering and Informatics, Institut Teknologi Bandung, Bandung, Indonesia; School of Electrical Engineering and Informatics, Institut Teknologi Bandung, Bandung, Indonesia","2017 6th International Conference on Electrical Engineering and Informatics (ICEEI)","12 Mar 2018","2017","","","1","6","Cost estimation for software development in Government Agencies is still considered as a challenge. Owner Estimate Cost (OEC) should be estimated based on the specifications at the early stage of the procurement. There is no standard used by the government in formulating technical specifications. This affects the OEC value that tends to be highly subjective. Therefore, it is important to develop an estimation method that is able to represent software complexity at the early stage of procurement. The approach that can be considered in the early stages is the Use Case approach. UCP is a method to calculating effort algorithmically using use case complexity. However, UCP has a limitation, which only provides a level of fixed complexity and cannot handle uncertain conditions. In the other hand, Some previous research result shows that the analogy method has better performance than the algorithmic method. In this study, we developed the effort and cost estimation methods based on analogy by building a new dataset using the use case complexity parameters. Datasets are collected from 100 historical software projects data that have been built using the UCP method approach. Cost components for the project follow the current procurement regulations in Indonesia. Dataset evaluation for effort estimation using the proposed analogy method shows the best results of MMRE of 0.36 and PRED(0.25) of 0.57. MMRE shows the average difference of actual effort and estimated effort, whereas PRED (0.25) shows prediction level with error value smaller or equal to 25%. Furthermore, the estimated cost of the three software projects resulted in an average percentage deviation of 7.37%.","2155-6830","978-1-5386-0475-5","10.1109/ICEEI.2017.8312460","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=8312460","Analogy-Based Estimation;Use Case Points;Software Cost Estimation;Effort Estimation","Software;Estimation;Complexity theory;Procurement;Government;Mathematical model;Software algorithms","project management;software cost estimation;software development management;software metrics","software development cost estimation;government agencies;Owner Estimate Cost;procurement;software complexity;analogy method;algorithmic method;use case complexity parameters;UCP method approach;Cost components;historical software projects data;MMRE;PRED","","","","28","","12 Mar 2018","","","IEEE","IEEE Conferences"
"Further comparison of cross-company and within-company effort estimation models for Web applications","E. Mendes; B. Kitchenham","Dept. of Comput. Sci., Auckland Univ., New Zealand; NA","10th International Symposium on Software Metrics, 2004. Proceedings.","22 Nov 2004","2004","","","348","357","This paper extends a previous study, using data on 67 Web projects from the Tukutuku database, investigating to what extent a cross-company cost model can be successfully employed to estimate effort for projects that belong to a single company, where no projects from this company were used to build the cross-company model. Our within-company model employed data on 14 Web projects from a single Web company. Our results were similar to those from the previous study, showing that predictions based on the within-company model were significantly more accurate than those based on the cross-company model. We also found that predictions were very poor when the within-company cost model was used to estimate effort for 53 Web projects from different companies. We analysed the data using two techniques, forward stepwise regression and case-based reasoning. We found estimates produced using stepwise regression models were better for the within company model while case-based reasoning predictions were better for the cross-company model.","1530-1435","0-7695-2129-0","10.1109/METRIC.2004.1357920","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1357920","","Predictive models;Application software;Costs;Computer science;Databases;Data analysis;Productivity;Sampling methods;Software engineering;Software metrics","software cost estimation;project management;Internet;software development management;case-based reasoning;software metrics;regression analysis","effort estimation;Web projects;cross-company estimation models;within-company estimation model;regression-based estimation models;replication study;case-based reasoning;forward stepwise regression","","50","","17","","22 Nov 2004","","","IEEE","IEEE Conferences"
"Comparative Study on Applicability of WEBMO in Web Application Cost Estimation within Klang Valley in Malaysia","T. C. Hooi; Y. Yusoff; Z. Hassan",NA; NA; NA,"2008 IEEE 8th International Conference on Computer and Information Technology Workshops","18 Jul 2008","2008","","","116","121","Parametric Web application cost estimation is referred to the usage of mathematical model to derive the estimated effort and duration of Web application development. Typically, majority of Web application developers are applying expert judgment and estimation by analogy in Web application development. This paper is focusing on feasibility study of WEBMO (Web model), a parametric Web application cost estimation model, in Web application development within Klang Valley in Malaysia. WEBCOMO, a parametric Web application tool is developed based on WEBMOpsilas methodology to fulfill the objective of the study.","","978-0-7695-3242-4","10.1109/CIT.2008.Workshops.48","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=4568489","WEBMO;web application cost estimation;WEBCOMO;parametric software cost estimation;software cost estimation tool;software cost estimation;parametric cost estimation tool","Costs;Application software;Software tools;Programming;Context modeling;Software metrics;Information technology;Conferences;Mathematical model;Software engineering","software cost estimation;Web services","WEBMO;Web application cost estimation;Klang Valley;mathematical model usage;Web application development;Web model;software cost estimation","","5","","10","","18 Jul 2008","","","IEEE","IEEE Conferences"
"An empirical validation of the relationship between the magnitude of relative error and project size","E. Stensrud; T. Foss; B. Kitchenham; I. Myrtveit","Norwegian Sch. of Manage., Norway; Norwegian Sch. of Manage., Norway; NA; NA","Proceedings Eighth IEEE Symposium on Software Metrics","7 Aug 2002","2002","","","3","12","Cost estimates are important deliverables of a software project. Consequently, a number of cost prediction models have been proposed and evaluated. The common evaluation criteria have been MMRE, MdMRE and PRED(k). MRE is the basic metric in these evaluation criteria. The implicit rationale of using a relative error measure like MRE, rather than an absolute one, is presumably to have a measure that is independent of project size. We investigate if this implicit claim holds true for several data sets: Albrecht, Kemerer, Finnish, DMR and Accenture-ERP. The results suggest that MRE is not independent of project size. Rather, MRE is larger for small projects than for large projects. A practical consequence is that a project manager predicting a small project may falsely believe in a too low MRE. Vice versa when predicting a large project. For researchers, it is important to know that MMRE is not an appropriate measure of the expected MRE of small and large projects. We recommend therefore that the data set be partitioned into two or more subsamples and that MMRE is reported per subsample. In the long term, we should consider using other evaluation criteria.","1530-1435","0-7695-1339-5","10.1109/METRIC.2002.1011320","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1011320","","Electrical capacitance tomography;Costs;Project management;Size measurement;Investments;Software engineering;Accuracy;Q measurement;Measurement uncertainty;Artificial intelligence","software metrics;software cost estimation;project management;software development management","software project size;MMRE;software cost estimates;cost prediction models;common evaluation criteria;magnitude of relative error;MRE;software metrics;MdMRE;PRED;Albrecht data set;Kemerer data set;Finnish data set;DMR data set;Accenture-ERP data set;relative error measure","","27","","19","","7 Aug 2002","","","IEEE","IEEE Conferences"
"A Size Estimation Model for Board-Based Desktop Games","N. Sabahat; A. A. Malik; F. Azam","Department of Computer Engineering, National University of Sciences and Technology, Islamabad, Pakistan; Department of Computer Science, National University of Computer and Emerging Sciences, Lahore, Pakistan; Department of Computer Engineering, National University of Sciences and Technology, Islamabad, Pakistan","IEEE Access","24 Apr 2017","2017","5","","4980","4990","Software size estimation plays a key role in the planning of projects at the time of project inception. This paper describes the derivation, validation, and usage of a parametric model meant for estimating the size of board-based desktop games. This model is derived using forward stepwise multiple linear regression on a data set comprising over 60 open source board-based games collected from multiple open source repositories. A variety of prediction accuracy metrics (e.g., MMRE, PRED(x), MdMRE, and so on) are used to assess this model and K-fold cross-validation is used to validate this model. Model assessment and validation exercises yield promising results. The utility of this model is demonstrated by presenting a worked-out game size estimation example followed by some size-related what-if analyses.","2169-3536","","10.1109/ACCESS.2017.2678459","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=7875479","Linear regression;model fitting;model validation;open source software;software cost estimation;software games;software project management;software sizing","Games;Estimation;Software;Object oriented modeling;Complexity theory;Predictive models;Size measurement","computer games;project management;public domain software;regression analysis;software cost estimation;software management;software metrics","software size estimation;project planning;project inception;parametric model;forward stepwise multiple linear regression;data set;multiple open source repositories;prediction accuracy metrics;K-fold cross-validation;model assessment;model validation;worked-out game size estimation;open source board-based desktop games;software cost estimation","","3","","53","","10 Mar 2017","","","IEEE","IEEE Journals"
"Resource estimation for Web applications","P. Umbers; G. Miles","Internistic Ltd., Birmingham, UK; NA","10th International Symposium on Software Metrics, 2004. Proceedings.","22 Nov 2004","2004","","","370","381","In the field of software engineering, several empirical methods have been developed to model software projects before they are undertaken to provide an estimate of required effort, development time and cost. In the case of Web applications, this process is complicated by their complexity, multitiered nature, extensive use of noncode artifacts such as multimedia and often short time-scales. In this paper we describe a simple, highly adaptable model using COSMIC full function points for application size measurement and design patterns as a measurement reference. Rather than a true derived model the aim is to provide a procedural framework for expert judgement which guides the practitioner through the estimation process, seeking to limit or mitigate variance in their judgement through algorithmic or statistical techniques. This hybrid has so far proven as accurate as expert judgement while remaining capable of application by a relatively inexperienced estimator.","1530-1435","0-7695-2129-0","10.1109/METRIC.2004.1357922","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1357922","","Application software;Software metrics","project management;software cost estimation;software metrics;software development management;object-oriented methods","resource estimation;Web applications;software engineering;software project;effort estimation;software development time;software cost estimation;function point size measurement;design patterns","","5","","14","","22 Nov 2004","","","IEEE","IEEE Conferences"
"Optimal project feature weights in analogy-based cost estimation: improvement and limitations","M. Auer; A. Trendowicz; B. Graser; E. Haunschmid; S. Biffl","Inst. of Software Technol. & Interactive Syst., Vienna Univ. of Technol., Austria; NA; NA; NA; NA","IEEE Transactions on Software Engineering","27 Feb 2006","2006","32","2","83","92","Cost estimation is a vital task in most important software project decisions such as resource allocation and bidding. Analogy-based cost estimation is particularly transparent, as it relies on historical information from similar past projects, whereby similarities are determined by comparing the projects' key attributes and features. However, one crucial aspect of the analogy-based method is not yet fully accounted for: the different impact or weighting of a project's various features. Current approaches either try to find the dominant features or require experts to weight the features. Neither of these yields optimal estimation performance. Therefore, we propose to allocate separate weights to each project feature and to find the optimal weights by extensive search. We test this approach on several real-world data sets and measure the improvements with commonly used quality metrics. We find that this method 1) increases estimation accuracy and reliability, 2) reduces the model's volatility and, thus, is likely to increase its acceptance in practice, and 3) indicates upper limits for analogy-based estimation quality as measured by standard metrics.","1939-3520","","10.1109/TSE.2006.1599418","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1599418","Software cost estimation;analogy-based cost estimation;project clustering;project features.","Cost function;Spatial databases;Resource management;Portfolios;Risk management;User interfaces;Yield estimation;Testing;Measurement standards;Human factors","software cost estimation;software process improvement;software reliability;software quality;project management;software metrics;software management","optimal project feature weights;analogy-based cost estimation;software project decisions;software quality metrics;software cost estimation;software process improvement;software reliability;software project management","","69","","22","","27 Feb 2006","","","IEEE","IEEE Journals"
"An empirical study of the correlations between function point elements [software metrics]","C. J. Lokan","Sch. of Comput. Sci., Australian Defence Force Acad., Canberra, ACT, Australia","Proceedings Sixth International Software Metrics Symposium (Cat. No.PR00403)","6 Aug 2002","1999","","","200","206","Researchers and practitioners have noted correlations between the five types of elements in function point analysis. Practitioners exploit them; researchers have raised concerns about them. Two previous studies of the correlations between the elements have agreed in some findings, but differed on others. A large data set is analyzed here to gain further insight into the correlations. Two elements (inputs and logical files) are found to be correlated always, and one element (external files) is found to be generally uncorrelated with the others. Correlations are strongest in new development projects that use 4GLs. These results confirm some findings of previous researchers, and suggest explanations for differences between previous findings.","","0-7695-0403-5","10.1109/METRIC.1999.809741","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=809741","","Australia;Size measurement;Computer science;Data analysis;Data processing;Software measurement;Software standards;Software engineering","software cost estimation;software metrics","empirical study;function point elements;data set;4GLs;software metrics","","9","","8","","6 Aug 2002","","","IEEE","IEEE Conferences"
