"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Measuring the functionality of online stores","E. Cachia; M. Micallef","Dept. of Comput. Sci. & Artificial Intelligence, Univ. of Malta, Malta; Dept. of Comput. Sci. & Artificial Intelligence, Univ. of Malta, Malta","29th Annual International Computer Software and Applications Conference (COMPSAC'05)","26 Sep 2005","2005","2","","70","73 Vol. 1","This paper shows the need of a framework which can be used to measure the functionality delivered by electronic commerce (e-commerce) systems. Such a framework would be helpful in areas such as cost prediction, effort estimation, and so on. The paper goes on to propose such a framework, based on the established methods of function points and object points.","0730-3157","0-7695-2413-3","10.1109/COMPSAC.2005.97","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1508087","Software Metrication;e-Commerce;Function Points;Object Points;Software Quality Assurance","Costs;Size measurement;Computer science;Software measurement;Software quality;Lab-on-a-chip;Software engineering;Artificial intelligence;Electronic commerce;Computer errors","Internet;electronic commerce;software cost estimation;software metrics;quality assurance;software quality","online stores functionality measure;electronic commerce system;cost prediction;effort estimation;function point method;object point method","","","","11","","26 Sep 2005","","","IEEE","IEEE Conferences"
"Estimating software project effort using analogies","M. Shepperd; C. Schofield","Dept. of Comput., Bournemouth Univ., Poole, UK; NA","IEEE Transactions on Software Engineering","6 Aug 2002","1997","23","11","736","743","Accurate project effort prediction is an important goal for the software engineering community. To date most work has focused upon building algorithmic models of effort, for example COCOMO. These can be calibrated to local environments. We describe an alternative approach to estimation based upon the use of analogies. The underlying principle is to characterize projects in terms of features (for example, the number of interfaces, the development method or the size of the functional requirements document). Completed projects are stored and then the problem becomes one of finding the most similar projects to the one for which a prediction is required. Similarity is defined as Euclidean distance in n-dimensional space where n is the number of project features. Each dimension is standardized so all dimensions have equal weight. The known effort values of the nearest neighbors to the new project are then used as the basis for the prediction. The process is automated using a PC-based tool known as ANGEL. The method is validated on nine different industrial datasets (a total of 275 projects) and in all cases analogy outperforms algorithmic models based upon stepwise regression. From this work we argue that estimation by analogy is a viable technique that, at the very least, can be used by project managers to complement current estimation techniques.","1939-3520","","10.1109/32.637387","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=637387","","Project management;Costs;Software engineering;Euclidean distance;Nearest neighbor searches;Programming;Software development management;Centralized control;Accuracy;Particle measurements","software development management;project management;software cost estimation;software tools;software metrics","software project effort estimation;project effort prediction;software engineering;algorithmic models;COCOMO;estimation by analogy;software development method;functional requirements document;Euclidean distance;nearest neighbors;personal computer-based tool;ANGEL;industrial datasets;stepwise regression;project management","","497","","28","","6 Aug 2002","","","IEEE","IEEE Journals"
"Value estimation for software product management","S. I. Mohamed; A. M. Wahba","Department of computer and system Engineering, Ain Shams University, Cairo, Egypt; Department of computer and system Engineering, Ain Shams University, Cairo, Egypt","2008 IEEE International Conference on Industrial Engineering and Engineering Management","6 Jan 2009","2008","","","2196","2200","Value-based approach of software engineering proved to be one of the most important branches of software engineering because it elicits and reconciles stakeholder¿s value propositions with respect to the system into a mutually satisfactory set of objectives for the system. Thus most of software organizations in market-driven environment nowadays adopt value-based approach with the focus on maximizing the value gained from their products against consumed resources. This leads to a need for a value estimation methodology to incorporate all the software product value aspects altogether while measuring the product value. Most of the existing methodologies focus on measuring product financial value and neglect the nonfinancial value. Value point measurement will facilitate quantifying the total value obtained from the product and compare it against planned product budget at early phases of the product life cycle. Such comparison will be used as a sort of justification for product feasibility. This paper illustrates a new estimation methodology for the software product value called ¿Value Point¿. VP measures value gained from the software product through quantifying value obtained from each product requirement. The process for value point counting will be illustrated through a designed product management framework. A case study is performed to demonstrate the added value from the proposed methodology.","2157-362X","978-1-4244-2629-4","10.1109/IEEM.2008.4738261","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=4738261","Value Point;Value-Based estimation;Product management;Release planning","Systems engineering and theory;Software engineering;Software measurement;Programming;Meeting planning;Engineering management;Phase measurement;Gain measurement;Product design;Feedback","DP industry;formal specification;product life cycle management;software cost estimation;software development management;software metrics","software product management;value estimation methodology;software engineering;software organization;market-driven environment;software product value measurement;product life cycle;product requirement","","6","","19","","6 Jan 2009","","","IEEE","IEEE Conferences"
"Measuring web service interfaces","H. M. Sneed","ANECON GmbH, Vienna, Austria","2010 12th IEEE International Symposium on Web Systems Evolution (WSE)","9 Nov 2010","2010","","","111","115","The following short paper describes a tool supported method for measuring web service interfaces. The goal is to assess the complexity and quality of these interfaces as well as to determine their size for estimating evolution and testing effort. Besides the metrics for quantity, quality and complexity, rules are defined for ensuring maintainability. In the end a tool - WSDAudit - is described which the author has developed for the static analysis of web service definitions. The WSDL schemas are automatically audited and measured for quality assurance and cost estimation. Work is underway to verify them against the BPEL procedures from which they are invoked.","1550-4441","978-1-4244-8637-3","10.1109/WSE.2010.5623580","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=5623580","web services;WSDL;metrics;rule checking;quality;complexity;sizing;static analysis;code inspection;interface rule checking","Complexity theory;Web services;Software;Business;Couplings;Size measurement","program diagnostics;software cost estimation;software maintenance;software metrics;software quality;user interfaces;Web services","Web service interface;interface complexity;interface quality;maintainability;WSDAudit;static analysis;WSDL schema auditing;quality assurance;cost estimation;BPEL procedure","","17","","14","","9 Nov 2010","","","IEEE","IEEE Conferences"
"Improving software size estimates by using probabilistic pairwise comparison matrices","J. Hihn; K. T. Lum","Jet Propulsion Lab., California Inst. of Technol., Pasadena, CA, USA; Jet Propulsion Lab., California Inst. of Technol., Pasadena, CA, USA","10th International Symposium on Software Metrics, 2004. Proceedings.","22 Nov 2004","2004","","","140","150","The pairwise comparison technique is a general purpose estimation approach for capturing expert judgment. This approach can be generalized to a probabilistic version using Monte Carlo methods to produce estimates of size distributions. The probabilistic pairwise comparison technique enables the estimator to systematically incorporate both estimation uncertainty as well as any uncertainty that arises from using multiple historical analogies as reference modules. In addition to describing the methodology, the results of the case study are also included. This paper is an extension of the work presented in [Lum, K et al., (2003)] and shows how the original software size estimates compared to the actual delivery size. It also describes the techniques used to modify the approach based on lessons learned. The results because they are based on only one case do not validate the effectiveness of the proposed approach but are suggestive that the technique can be effective and support the conclusion that further research is worth pursuing.","1530-1435","0-7695-2129-0","10.1109/METRIC.2004.1357898","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1357898","","Uncertainty;Costs;Propulsion;Laboratories;Life estimation;Production;Yield estimation;Data mining;Decision making;Humans","software cost estimation;Monte Carlo methods;statistical distributions;software process improvement","probabilistic pairwise comparison matrices;Monte Carlo methods;software cost estimation;software size distribution","","2","","13","","22 Nov 2004","","","IEEE","IEEE Conferences"
"Software Project Estimation Using Improved Use Case Point","S. Bagheri; A. Shameli-Sendi","Faculty of Computer Science and Engineering, Shahid Beheshti University (SBU), Tehran, Iran; Faculty of Computer Science and Engineering, Shahid Beheshti University (SBU), Tehran, Iran","2018 IEEE 16th International Conference on Software Engineering Research, Management and Applications (SERA)","30 Sep 2018","2018","","","143","150","Estimating metrics, such as effort, schedule and cost, needed for a software to be created and launched into market have significant economical effects. One of the most extensively utilized method for such estimation is a technique called Use Case Points. It is based on the use case modeling which is a popular and widely used technique for capturing and describing the functional requirements of a software system. In this paper multitude number of techniques have been proposed as the basis for improving estimation of the effort, schedule, and costs of software projects. These terms are conceptually similar but utilize different parameter values and metrics. Moreover, different versions of use case points have been proposed. This method suffers some limitations such as less accuracy, failure to consider software risks, failure to consider software quality aspects, failure to consider different levels of software security, and so on. The aim of this paper is to propose a new approach for cost estimation, based on use case points method, by considering all the existing risks related to software projects. The results indicate that the new estimation approach can produce relatively accurate estimates and also declare various aspects of project risks during project estimation. Our results also provide guidance for organizations that want to develop a software project.","","978-1-5386-5886-4","10.1109/SERA.2018.8477225","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=8477225","Software Cost;Software Estimation;Software Risks;Use-case point","Software;Estimation;Complexity theory;Environmental factors;Productivity;Measurement;Object oriented modeling","project management;risk analysis;software cost estimation;software development management;software metrics;software quality","software project estimation;use case point;estimating metrics;significant economical effects;extensively utilized method;Use Case Points;use case modeling;software system;improving estimation;software risks;software quality aspects;software security;cost estimation;estimation approach;relatively accurate estimates;project risks;parameter values","","1","","27","","30 Sep 2018","","","IEEE","IEEE Conferences"
"esrcTool: A Tool to Estimate the Software Risk and Cost","M. Sadiq; A. Rahman; S. Ahmad; M. Asim; J. Ahmad","Fac. of Eng. & Technol., Jamia Millia Islamia A Central Univ., New Delhi, India; Dept. of Comput. Sci. & Eng., Al-Falah Sch. of Eng. & Technol., Faridabad, India; Fac. of Eng. & Technol., Jamia Millia Islamia A Central Univ., New Delhi, India; Dept. of Comput. Sci. & Eng., Al-Falah Sch. of Eng. & Technol., Faridabad, India; Fac. of Eng. & Technol., Jamia Millia Islamia A Central Univ., New Delhi, India","2010 Second International Conference on Computer Research and Development","21 Jun 2010","2010","","","886","890","Function Point is a well known established method to estimate the size of software projects. There are several areas of the software engineering in which we can use the function point analysis (FPA) like project planning, project construction, software implementation etc. In this paper we have used the function point approach in order to develop the architecture of the esrcTool. This tool is used for two different purposes, firstly, to estimate the risk in the software and secondly to estimate the cost of the software. In the literature of software engineering there are so many models to estimate the risk in the software like Soft Risk Model, SRAM, SRAEM and so on. But in the esrcTool we have used SRAEM i.e. Software Risk Assessment and Estimation Model, because in this model FP is used as an input variable, and on the other hand side, in order to determine the cost of the software we have used the International Software Benchmarking Standards Group Release Report (ISBSG).","","978-0-7695-4043-6","10.1109/ICCRD.2010.29","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=5489451","FPA;Software risk;Cost;SRAEM","Software tools;Costs;Software engineering;Programming;Risk management;Computer architecture;Software metrics;Productivity;Software systems;Software quality","risk management;software cost estimation;software development management","esrcTool;software risk estimation;software cost estimation;software projects;software engineering;function point analysis;SRAEM;international software benchmarking standards group release report","","2","","25","","21 Jun 2010","","","IEEE","IEEE Conferences"
"Early Functional Size Estimation with IFPUG Unit Modified","J. J. Cuadrado-Gallego; P. Rodríguez-Soria; A. González; D. Castelo; S. Hakimuddin","Comput. Sci. Dept., Univ. of Alcala, Alcala de Henares, Spain; Comput. Sci. Dept., Univ. of Alcala, Alcala de Henares, Spain; Comput. Sci. Dept., Univ. of Alcala, Alcala de Henares, Spain; Comput. Sci. Dept., Univ. of Alcala, Alcala de Henares, Spain; Dept. of Comput. Sci. & Eng., Manipal Inst. of Technol., Manipal, India","2010 IEEE/ACIS 9th International Conference on Computer and Information Science","30 Sep 2010","2010","","","729","733","Nowadays functional size measurement is a strategic key to deal with the management of software systems development. The origin of this importance is the fact that functional size measurement is the main input variable in software effort estimation systems. Nevertheless, to obtain precise functional size measurements it is not only necessary to have a lot of information of the system to be developed, but also software project planning is one of the early stages in the project. To solve this difficulty, one of the main software management research technique is centered in the study of methods to obtain precise functional size measurements early in the development phase for early functional size estimation. The functional size unit selected to do the study has been IFPUG because is the most widely used method.","","978-1-4244-8198-9","10.1109/ICIS.2010.12","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=5591011","Software Management;Software Process;Software Measurement;Functional Size;IFPUG","Software;Size measurement;Software measurement;Estimation;Complexity theory;ISO standards;Measurement units","project management;software cost estimation;software development management;software maintenance;software metrics;standardisation","functional size estimation;IFPUG unit;software system development;software management;effort estimation;software project planning","","","","11","","30 Sep 2010","","","IEEE","IEEE Conferences"
"Using Web objects for estimating software development effort for Web applications","M. Ruhe; R. Jeffery; I. Wieczorek","Corp. Technol., Siemens AG, Germany; NA; NA","Proceedings. 5th International Workshop on Enterprise Networking and Computing in Healthcare Industry (IEEE Cat. No.03EX717)","23 Sep 2003","2003","","","30","37","Web development projects are certainly different from traditional software development projects and hence require differently tailored measures for accurate effort estimation. We investigate the suitability of a newly proposed size measure for Web development projects: Web objects. Web objects have been specifically developed for sizing Web applications and used for estimating effort in a COCOMO Il-like estimation model called WEBMO. However, no empirical validation has yet been published. We apply and validate the proposed Web object approach in the context of a small Australian Web development company, for the first time. Besides Web objects, we apply traditional function points as an effort predictor for Web applications. Effort estimation models based on Web objects are compared with models based on traditional function points using ordinary least squares regression (OLS). Tested on data from twelve Web applications, the estimates derived from estimation models using Web objects significantly outperformed models using function points, with a mean magnitude of relative error of 0.24 versus 0.33, respectively. Based on the results, it seems that Web objects are more suitable for effort estimation purposes of Web applications than traditional function points.","1530-1435","0-7695-1987-3","10.1109/METRIC.2003.1232453","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1232453","","Programming;Application software;Size measurement;Costs;Australia;Software measurement;Business;Object oriented modeling;Predictive models;Educational technology","object-oriented programming;software metrics;Web sites;Internet;software cost estimation;software performance evaluation;least mean squares methods","Web objects;software development estimation effort;Web application;Web development project;traditional software development project;software size measure;COCOMO Il;Web cost estimation model;WEBMO;traditional function point model;ordinary least squares regression;OLS;relative error magnitude","","20","","22","","23 Sep 2003","","","IEEE","IEEE Conferences"
"A comparative study on software reuse metrics and economic models from a traceability perspective","J. C. C. P. Mascena; E. S. de Almeida; S. R. de Lemos Meira","Recife Center for Adv. Studies & Syst., Fed. Univ. of Pernambuco, Brazil; Recife Center for Adv. Studies & Syst., Fed. Univ. of Pernambuco, Brazil; Recife Center for Adv. Studies & Syst., Fed. Univ. of Pernambuco, Brazil","IRI -2005 IEEE International Conference on Information Reuse and Integration, Conf, 2005.","12 Sep 2005","2005","","","72","77","A fundamental task when employing software reuse is evaluating its impacts by measuring the relation of reused and developed software, the cost for obtaining reuse and the cost avoided by reusing software during development and maintenance. Different reuse related metrics exist in the literature, varying from strictly code-based metrics, aiming to measure the amount of code reused in a product, to more elaborate cost-based metrics and models, aiming to measure the costs involved in reuse programs and to evaluate the impacts of reuse in software development. Although reuse is commonly claimed to benefit maintenance, the traceability problem is still neglected on the reuse metrics arena, despite its great impacts on software maintenance. Reuse metrics may be used as important support tools for dealing with the traceability between reused assets and their clients. The goal of this work is to evaluate the current state of the art on the reuse metrics area with special emphasis on code-based metrics, building on previous surveys with further analysis and considerations on the applicability of such metrics to reuse traceability.","","0-7803-9093-8","10.1109/IRI-05.2005.1506452","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1506452","","Software maintenance;Costs;Software measurement;Programming;Software quality;Information analysis;Software metrics;Productivity;Software systems;Computer industry","software metrics;software reusability;software maintenance;software cost estimation;software development management","software reuse metrics;cost-based metrics;software development;software maintenance;traceability problem","","6","","20","","12 Sep 2005","","","IEEE","IEEE Conferences"
